Month_Ending,Segment,City,Product,Miles,Reported_Accidents
4/30/16,Segment A,City 29,Product 2,125,0
4/30/16,Segment A,City 39,Product 4,"53,982",2
4/30/16,Segment A,City 7,Product 3,41,0
4/30/16,Segment A,City 27,Product 1,27,0
4/30/16,Segment A,City 21,Product 12,"2,200",0
4/30/16,Segment A,City 6,Product 10,108,0
4/30/16,Segment A,City 30,Product 2,59,0
4/30/16,Segment A,City 49,Product 12,"6,121",0
4/30/16,Segment A,City 58,Product 4,"2,097",0
4/30/16,Segment A,City 3,Product 2,"1,240",0
4/30/16,Segment A,City 45,Product 2,64,0
4/30/16,Segment A,City 4,Product 1,352,0
4/30/16,Segment A,City 10,Product 3,22,0
4/30/16,Segment A,City 52,Product 8,3,0
4/30/16,Segment A,City 31,Product 4,"165,784",6
4/30/16,Segment A,City 31,Product 3,26,0
4/30/16,Segment A,City 51,Product 2,8,0
4/30/16,Segment A,City 33,Product 4,"10,540",0
4/30/16,Segment A,City 3,Product 8,7,0
4/30/16,Segment A,City 27,Product 10,20,0
4/30/16,Segment A,City 46,Product 12,538,0
4/30/16,Segment A,City 3,Product 10,564,0
4/30/16,Segment F,City 7,Product 4,"6,266",0
4/30/16,Segment F,City 1,Product 4,531,0
4/30/16,Segment F,City 32,Product 9,433,0
4/30/16,Segment F,City 64,Product 9,41,0
4/30/16,Segment F,City 46,Product 4,205,0
4/30/16,Segment F,City 58,Product 9,248,0
4/30/16,Segment B,City 40,Product 6,"113,920",2
4/30/16,Segment B,City 34,Product 6,"25,179",0
4/30/16,Segment B,City 51,Product 6,564,0
4/30/16,Segment C,City 2,Product 7,"3,670,572",35
4/30/16,Segment C,City 9,Product 7,105,0
4/30/16,Segment C,City 30,Product 7,"3,687",0
4/30/16,Segment C,#N/A,Product 7,1,0
4/30/16,Segment A,City 52,Product 2,38,0
4/30/16,Segment A,City 14,Product 9,"25,579",1
4/30/16,Segment A,City 57,Product 9,"14,392",0
4/30/16,Segment A,City 30,Product 8,5,0
4/30/16,Segment A,City 26,Product 9,"23,979",0
4/30/16,Segment A,City 48,Product 9,"34,930",0
4/30/16,Segment A,City 9,Product 4,684,0
4/30/16,Segment A,City 8,Product 2,"1,383",0
4/30/16,Segment A,City 35,Product 14,6,0
4/30/16,Segment A,City 42,Product 4,"18,143",0
4/30/16,Segment A,City 48,Product 4,"8,534",0
4/30/16,Segment A,City 25,Product 3,"3,543",0
4/30/16,Segment A,City 5,Product 10,4,0
4/30/16,Segment A,City 40,Product 8,4,0
4/30/16,Segment A,City 2,Product 10,12,0
4/30/16,Segment A,City 36,Product 1,1,0
4/30/16,Segment A,City 37,Product 4,"28,355",1
4/30/16,Segment A,City 28,Product 10,2,0
4/30/16,Segment A,City 5,Product 12,"5,499",0
4/30/16,Segment A,City 7,Product 14,91,0
4/30/16,Segment A,City 55,Product 2,8,0
4/30/16,Segment A,City 11,Product 10,36,0
4/30/16,Segment A,City 49,Product 3,4,0
4/30/16,Segment A,City 44,Product 2,7,0
4/30/16,Segment A,City 4,Product 4,"3,164",0
4/30/16,Segment A,City 4,Product 3,0,0
4/30/16,Segment A,City 49,Product 9,"36,972",1
4/30/16,Segment A,City 44,Product 9,"14,639",0
4/30/16,Segment A,City 57,Product 4,"7,232",0
4/30/16,Segment A,City 46,Product 9,"3,206",0
4/30/16,Segment A,City 3,Product 9,"833,774",34
4/30/16,Segment A,City 22,Product 9,"9,855",0
4/30/16,Segment A,City 18,Product 9,"850,082",28
4/30/16,Segment A,City 40,Product 10,525,0
4/30/16,Segment A,City 64,Product 9,"1,342",0
4/30/16,Segment A,City 25,Product 4,"83,593",1
4/30/16,Segment A,City 21,Product 9,"11,910",0
4/30/16,Segment A,City 64,Product 4,343,0
4/30/16,Segment A,City 35,Product 9,"5,500,965",40
4/30/16,Segment A,City 28,Product 9,"36,481",0
4/30/16,Segment A,City 43,Product 9,"22,925",0
4/30/16,Segment A,City 28,Product 8,53,0
4/30/16,Segment A,City 6,Product 4,"31,938",1
4/30/16,Segment A,City 7,Product 4,"134,128",3
4/30/16,Segment A,City 61,Product 2,3,0
4/30/16,Segment A,City 55,Product 10,"2,603",0
4/30/16,Segment A,City 48,Product 3,1,0
4/30/16,Segment A,City 2,Product 4,"27,061",1
4/30/16,Segment A,City 4,Product 9,"6,614",0
4/30/16,Segment A,City 11,Product 4,"29,082",1
4/30/16,Segment A,City 20,Product 9,"64,022",2
4/30/16,Segment A,City 11,Product 8,7,0
4/30/16,Segment A,City 37,Product 8,1,0
4/30/16,Segment A,City 41,Product 12,"1,310",0
4/30/16,Segment A,City 32,Product 11,2,0
4/30/16,Segment A,City 49,Product 11,0,0
4/30/16,Segment A,City 59,Product 12,40,0
4/30/16,Segment A,City 34,Product 3,6,0
4/30/16,Segment A,City 19,Product 10,6,0
4/30/16,Segment A,City 2,Product 11,1,0
4/30/16,Segment A,City 57,Product 12,386,0
4/30/16,Segment A,City 26,Product 2,4,0
4/30/16,Segment A,City 45,Product 11,9,0
4/30/16,Segment A,City 45,Product 3,5,0
4/30/16,Segment A,City 16,Product 11,4,0
4/30/16,Segment A,City 52,Product 11,17,0
4/30/16,Segment F,City 34,Product 4,"1,171",0
4/30/16,Segment F,City 42,Product 9,"1,789",0
4/30/16,Segment F,City 27,Product 9,"1,042",0
4/30/16,Segment F,City 26,Product 9,897,0
4/30/16,Segment F,City 59,Product 4,27,0
4/30/16,Segment D,City 2,Product 2,"753,601",19
4/30/16,Segment D,City 2,Product 14,0,-1
4/30/16,Segment B,City 32,Product 6,"1,584",0
4/30/16,Segment B,City 6,Product 6,"16,068",0
4/30/16,Segment B,City 50,Product 6,"53,614",1
4/30/16,Segment B,City 9,Product 6,138,0
4/30/16,Segment B,City 30,Product 6,"30,204",0
4/30/16,Segment C,City 5,Product 7,"2,526",0
4/30/16,Segment A,City 23,Product 10,28,0
4/30/16,Segment A,City 46,Product 2,3,0
4/30/16,Segment A,City 47,Product 3,1,0
4/30/16,Segment A,City 52,Product 9,"127,777",5
4/30/16,Segment A,City 23,Product 9,"230,349",8
4/30/16,Segment A,City 37,Product 9,"115,031",3
4/30/16,Segment A,City 42,Product 10,53,0
4/30/16,Segment A,City 61,Product 4,"4,862",0
4/30/16,Segment A,City 1,Product 8,9,0
4/30/16,Segment A,City 25,Product 8,14,0
4/30/16,Segment A,City 28,Product 4,"35,606",1
5/31/16,Segment A,City 15,Product 9,"45,185",2
5/31/16,Segment A,City 37,Product 4,"34,846",1
5/31/16,Segment A,City 37,Product 9,"143,478",4
5/31/16,Segment A,City 32,Product 2,4,0
5/31/16,Segment A,City 1,Product 8,10,0
5/31/16,Segment A,City 27,Product 9,"50,244",1
5/31/16,Segment A,City 8,Product 8,8,0
5/31/16,Segment A,City 50,Product 11,"1,589",0
5/31/16,Segment A,City 34,Product 4,"106,943",2
5/31/16,Segment A,City 55,Product 4,"9,928",0
5/31/16,Segment A,City 28,Product 4,"46,614",1
5/31/16,Segment A,City 8,Product 10,27,0
5/31/16,Segment A,City 21,Product 3,3,0
5/31/16,Segment A,City 40,Product 11,252,0
5/31/16,Segment A,City 3,Product 11,"786,026",17
5/31/16,Segment A,City 39,Product 9,"129,537",4
5/31/16,Segment A,City 20,Product 11,104,0
5/31/16,Segment A,City 57,Product 4,"10,651",0
5/31/16,Segment A,City 10,Product 2,100,0
5/31/16,Segment A,City 17,Product 14,1,0
5/31/16,Segment A,City 35,Product 3,594,0
5/31/16,Segment A,City 35,Product 14,179,0
5/31/16,Segment A,City 2,Product 11,13,0
5/31/16,Segment A,City 18,Product 12,"621,840",27
5/31/16,Segment A,City 15,Product 3,5,0
5/31/16,Segment A,City 47,Product 2,16,0
5/31/16,Segment A,City 16,Product 11,24,0
5/31/16,Segment A,City 40,Product 8,2,0
5/31/16,Segment A,City 9,Product 4,734,0
5/31/16,Segment A,City 45,Product 11,9,0
5/31/16,Segment A,City 33,Product 3,6,0
5/31/16,Segment A,City 42,Product 4,"26,679",0
5/31/16,Segment A,City 31,Product 8,1,0
5/31/16,Segment A,City 40,Product 2,297,0
5/31/16,Segment A,City 29,Product 10,"3,214",0
5/31/16,Segment A,City 23,Product 10,64,0
5/31/16,Segment A,City 6,Product 14,1,0
5/31/16,Segment A,City 40,Product 4,"343,995",12
5/31/16,Segment A,City 15,Product 12,"6,888",0
5/31/16,Segment F,City 42,Product 9,"2,127",0
5/31/16,Segment F,City 41,Product 9,116,0
5/31/16,Segment F,City 9,Product 9,36,0
5/31/16,Segment F,City 35,Product 4,"12,284",0
5/31/16,Segment F,City 50,Product 9,"1,374",0
5/31/16,Segment F,City 58,Product 4,67,0
5/31/16,Segment F,City 62,Product 4,0,0
5/31/16,Segment D,City 2,Product 2,"959,754",20
5/31/16,Segment D,City 2,Product 16,0,14
5/31/16,Segment F,City 9,Product 4,27,0
5/31/16,Segment B,City 50,Product 6,"71,392",1
5/31/16,Segment B,City 25,Product 6,"68,133",1
5/31/16,Segment B,City 36,Product 6,0,-1
5/31/16,Segment B,City 13,Product 6,"16,822",0
5/31/16,Segment C,City 49,Product 7,21,0
5/31/16,Segment C,City 27,Product 7,"9,382",0
5/31/16,Segment C,City 1,Product 7,"6,462",0
5/31/16,Segment C,City 25,Product 7,"23,873",0
5/31/16,Segment C,City 64,Product 7,1,0
5/31/16,Segment C,City 56,Product 7,"6,157",0
5/31/16,Segment A,City 27,Product 8,13,0
5/31/16,Segment A,City 5,Product 3,19,0
5/31/16,Segment A,City 21,Product 12,"1,722",0
5/31/16,Segment A,City 25,Product 11,6,0
5/31/16,Segment A,City 41,Product 4,"2,032",0
5/31/16,Segment A,City 7,Product 2,"2,070",0
5/31/16,Segment A,City 42,Product 11,1,0
5/31/16,Segment A,City 28,Product 8,64,0
5/31/16,Segment A,City 45,Product 9,"29,747",1
5/31/16,Segment A,City 4,Product 4,"4,224",0
5/31/16,Segment A,City 13,Product 9,"148,367",4
5/31/16,Segment A,City 36,Product 1,0,0
5/31/16,Segment A,City 11,Product 10,154,0
5/31/16,Segment A,City 10,Product 4,"119,200",4
5/31/16,Segment A,City 33,Product 4,"8,596",0
5/31/16,Segment A,City 55,Product 20,2,0
5/31/16,Segment A,City 31,Product 4,"212,941",8
5/31/16,Segment A,City 32,Product 10,200,0
5/31/16,Segment A,City 44,Product 2,8,0
5/31/16,Segment A,City 46,Product 2,4,0
5/31/16,Segment A,City 24,Product 11,8,0
5/31/16,Segment A,City 61,Product 12,485,0
5/31/16,Segment A,City 32,Product 3,7,0
5/31/16,Segment A,City 48,Product 1,2,0
5/31/16,Segment A,City 34,Product 3,31,0
5/31/16,Segment A,City 64,Product 10,45,0
5/31/16,Segment A,City 7,Product 14,189,0
5/31/16,Segment A,City 32,Product 11,19,0
5/31/16,Segment A,City 6,Product 11,35,0
5/31/16,Segment A,City 34,Product 1,3,0
5/31/16,Segment A,City 43,Product 2,70,0
5/31/16,Segment A,City 47,Product 10,47,0
5/31/16,Segment A,City 22,Product 3,3,0
5/31/16,Segment A,City 28,Product 3,8,0
5/31/16,Segment A,City 8,Product 11,217,0
5/31/16,Segment A,City 6,Product 3,126,0
5/31/16,Segment F,City 34,Product 4,951,0
5/31/16,Segment F,City 5,Product 4,251,0
5/31/16,Segment F,City 63,Product 4,0,0
5/31/16,Segment F,City 25,Product 9,913,0
5/31/16,Segment F,City 26,Product 9,822,0
5/31/16,Segment F,City 2,Product 2,"281,172",5
5/31/16,Segment F,City 18,Product 4,0,0
5/31/16,Segment F,City 23,Product 4,0,0
5/31/16,Segment F,City 46,Product 9,"2,190",0
5/31/16,Segment B,City 55,Product 6,"34,497",1
5/31/16,Segment B,City 23,Product 6,"6,486",0
5/31/16,Segment G,City 19,Product 17,"1,044,348",7
5/31/16,Segment E,City 3,Product 13,"5,888,009",59
5/31/16,Segment C,City 61,Product 7,3,0
5/31/16,Segment C,City 6,Product 7,"17,706",0
5/31/16,Segment C,City 5,Product 7,"2,818",0
5/31/16,Segment C,City 9,Product 7,146,0
5/31/16,Segment C,City 35,Product 7,"761,821",7
5/31/16,Segment I,City 3,Product 19,"714,101",2
5/31/16,Segment A,City 26,Product 3,40,0
5/31/16,Segment A,City 55,Product 9,"35,008",1
5/31/16,Segment A,City 3,Product 9,"844,068",34
5/31/16,Segment A,City 2,Product 9,"357,759",10
5/31/16,Segment A,City 39,Product 4,"58,679",2
5/31/16,Segment A,City 18,Product 9,"1,162,587",38
5/31/16,Segment A,City 47,Product 11,187,0
5/31/16,Segment A,City 17,Product 4,"27,325",0
5/31/16,Segment A,City 19,Product 9,"22,868",1
5/31/16,Segment A,City 35,Product 11,"1,172",0
5/31/16,Segment A,City 43,Product 1,4,0
5/31/16,Segment A,City 35,Product 8,455,0
5/31/16,Segment A,City 5,Product 9,"28,145",0
5/31/16,Segment A,City 9,Product 10,3,0
5/31/16,Segment A,City 29,Product 4,"198,356",6
5/31/16,Segment A,City 64,Product 9,"4,494",0
5/31/16,Segment A,City 8,Product 2,"1,267",0
5/31/16,Segment A,City 55,Product 3,5,0
5/31/16,Segment A,City 50,Product 2,108,0
5/31/16,Segment A,City 57,Product 8,6,0
5/31/16,Segment A,City 39,Product 3,6,0
5/31/16,Segment A,City 47,Product 8,10,0
5/31/16,Segment A,City 11,Product 4,"38,219",1
5/31/16,Segment A,City 16,Product 4,"5,374",0
5/31/16,Segment A,City 33,Product 1,9,0
5/31/16,Segment A,City 8,Product 3,10,0
5/31/16,Segment A,City 2,Product 14,48,0
5/31/16,Segment A,City 18,Product 8,50,0
5/31/16,Segment A,City 10,Product 11,18,0
5/31/16,Segment A,City 19,Product 11,3,0
5/31/16,Segment A,City 34,Product 8,4,0
5/31/16,Segment A,City 31,Product 10,"3,320",0
5/31/16,Segment A,City 35,Product 4,"1,232,138",21
5/31/16,Segment A,City 41,Product 2,6,0
5/31/16,Segment A,City 21,Product 10,33,0
5/31/16,Segment A,City 30,Product 11,17,0
5/31/16,Segment A,City 45,Product 10,8,0
5/31/16,Segment A,City 33,Product 8,42,0
5/31/16,Segment A,City 1,Product 1,10,0
5/31/16,Segment A,City 25,Product 3,"3,549",0
5/31/16,Segment A,City 27,Product 10,40,0
5/31/16,Segment A,City 34,Product 10,58,0
5/31/16,Segment A,City 41,Product 12,"1,560",0
5/31/16,Segment A,City 1,Product 14,32,0
5/31/16,Segment A,City 35,Product 10,"1,076",0
5/31/16,Segment A,City 30,Product 3,17,0
5/31/16,Segment F,City 34,Product 9,964,0
5/31/16,Segment F,City 27,Product 4,994,0
5/31/16,Segment F,City 25,Product 4,"1,165",0
5/31/16,Segment F,City 27,Product 9,"1,571",0
5/31/16,Segment F,City 4,Product 4,0,0
5/31/16,Segment F,City 58,Product 9,295,0
5/31/16,Segment F,City 2,Product 6,0,0
5/31/16,Segment B,City 6,Product 6,"27,981",0
5/31/16,Segment B,City 37,Product 6,"6,010",0
5/31/16,Segment B,City 4,Product 6,946,0
5/31/16,Segment B,City 52,Product 6,"11,046",0
5/31/16,Segment B,City 39,Product 6,"11,268",0
5/31/16,Segment C,City 2,Product 7,"3,737,571",36
5/31/16,Segment C,City 41,Product 7,352,0
5/31/16,Segment C,City 26,Product 7,64,0
5/31/16,Segment A,City 42,Product 10,120,0
5/31/16,Segment A,City 34,Product 2,55,0
5/31/16,Segment A,City 2,Product 4,"112,264",3
5/31/16,Segment A,City 51,Product 4,"28,026",1
5/31/16,Segment A,City 57,Product 1,1,0
5/31/16,Segment A,City 11,Product 9,"44,217",1
5/31/16,Segment A,City 57,Product 12,786,0
5/31/16,Segment A,City 60,Product 9,127,0
5/31/16,Segment A,City 9,Product 9,"1,402",0
5/31/16,Segment A,City 7,Product 9,"405,658",9
5/31/16,Segment A,City 8,Product 9,"1,716,552",49
5/31/16,Segment A,City 32,Product 4,"13,017",0
5/31/16,Segment A,City 32,Product 9,"14,963",0
5/31/16,Segment A,City 55,Product 11,20,0
5/31/16,Segment A,City 27,Product 4,"33,676",0
5/31/16,Segment A,City 42,Product 2,91,0
5/31/16,Segment A,City 13,Product 4,"81,628",3
5/31/16,Segment A,City 23,Product 9,"302,112",10
5/31/16,Segment A,City 60,Product 12,218,0
5/31/16,Segment A,City 3,Product 3,18,0
5/31/16,Segment A,City 1,Product 11,50,0
5/31/16,Segment A,City 25,Product 2,343,0
5/31/16,Segment A,City 8,Product 12,"180,394",8
5/31/16,Segment A,City 26,Product 4,"10,013",0
5/31/16,Segment A,City 38,Product 12,0,0
5/31/16,Segment A,City 53,Product 8,3,0
5/31/16,Segment A,City 18,Product 4,"1,013,802",38
5/31/16,Segment A,City 21,Product 1,4,0
5/31/16,Segment A,City 35,Product 2,"2,140",0
5/31/16,Segment A,City 53,Product 12,"42,535",2
5/31/16,Segment A,City 58,Product 4,"2,597",0
5/31/16,Segment A,City 4,Product 1,529,0
5/31/16,Segment A,City 17,Product 12,"1,719",0
5/31/16,Segment A,City 33,Product 10,277,0
5/31/16,Segment A,City 18,Product 11,51,0
5/31/16,Segment A,City 19,Product 2,489,0
5/31/16,Segment A,City 7,Product 8,191,0
5/31/16,Segment A,City 5,Product 12,"8,684",0
5/31/16,Segment A,City 10,Product 3,7,0
5/31/16,Segment A,City 55,Product 10,"2,705",0
5/31/16,Segment A,City 31,Product 2,555,0
5/31/16,Segment F,City 42,Product 4,746,0
5/31/16,Segment F,City 43,Product 4,475,0
5/31/16,Segment F,City 26,Product 4,249,0
5/31/16,Segment F,City 32,Product 9,459,0
5/31/16,Segment F,City 1,Product 9,"1,622",0
5/31/16,Segment F,City 35,Product 9,"73,739",0
5/31/16,Segment F,City 48,Product 4,532,0
5/31/16,Segment F,City 59,Product 9,41,0
5/31/16,Segment F,City 49,Product 9,"1,475",0
5/31/16,Segment F,City 2,Product 9,"12,965,379",184
5/31/16,Segment B,City 47,Product 6,"7,770",0
5/31/16,Segment D,City 2,Product 14,0,-1
5/31/16,Segment B,City 26,Product 6,"5,189",0
5/31/16,Segment B,City 9,Product 6,115,0
5/31/16,Segment B,City 34,Product 6,"38,855",1
5/31/16,Segment B,City 35,Product 6,"1,361,233",19
5/31/16,Segment B,City 20,Product 6,"10,885",0
5/31/16,Segment B,City 51,Product 6,518,0
5/31/16,Segment C,City 55,Product 7,111,0
5/31/16,Segment C,City 18,Product 7,"61,886",1
5/31/16,Segment A,City 7,Product 10,362,0
5/31/16,Segment A,City 41,Product 3,4,0
5/31/16,Segment A,City 49,Product 4,"18,879",1
5/31/16,Segment A,City 44,Product 12,"1,499",0
5/31/16,Segment A,City 49,Product 12,"7,373",0
5/31/16,Segment A,City 44,Product 4,"11,305",0
5/31/16,Segment A,City 19,Product 4,"8,992",1
5/31/16,Segment A,City 36,Product 11,29,0
5/31/16,Segment A,City 53,Product 3,17,0
5/31/16,Segment A,City 14,Product 9,"31,697",1
5/31/16,Segment A,City 10,Product 9,"220,521",6
5/31/16,Segment A,City 59,Product 9,"1,663",0
5/31/16,Segment A,City 15,Product 4,"6,792",0
5/31/16,Segment A,City 40,Product 3,53,0
5/31/16,Segment A,City 28,Product 9,"50,561",1
5/31/16,Segment A,City 52,Product 3,36,0
5/31/16,Segment A,City 50,Product 9,"150,974",4
5/31/16,Segment A,City 9,Product 2,2,0
5/31/16,Segment A,City 7,Product 1,9,0
5/31/16,Segment A,City 5,Product 4,"7,174",0
5/31/16,Segment A,City 16,Product 9,"8,470",0
5/31/16,Segment A,City 51,Product 9,"11,771",0
5/31/16,Segment A,City 3,Product 4,"493,965",23
5/31/16,Segment A,City 36,Product 3,38,0
5/31/16,Segment A,City 19,Product 10,16,0
5/31/16,Segment A,City 36,Product 4,"66,997",4
5/31/16,Segment A,City 1,Product 4,"29,878",1
5/31/16,Segment A,City 42,Product 3,2,0
5/31/16,Segment A,City 2,Product 1,1,0
5/31/16,Segment A,City 24,Product 12,"1,210",0
5/31/16,Segment A,City 27,Product 3,28,0
5/31/16,Segment A,City 37,Product 11,4,0
5/31/16,Segment A,City 31,Product 3,152,0
5/31/16,Segment A,City 5,Product 2,168,0
5/31/16,Segment A,City 61,Product 10,1,0
5/31/16,Segment A,City 59,Product 12,40,0
5/31/16,Segment A,City 29,Product 2,172,0
5/31/16,Segment A,City 45,Product 3,3,0
5/31/16,Segment A,City 3,Product 10,0,-1
5/31/16,Segment A,City 6,Product 1,4,0
5/31/16,Segment F,City 7,Product 4,"7,199",0
5/31/16,Segment F,City 41,Product 4,69,0
5/31/16,Segment F,City 64,Product 4,48,0
5/31/16,Segment F,City 43,Product 9,887,0
5/31/16,Segment F,City 6,Product 9,"2,591",0
5/31/16,Segment F,City 5,Product 9,862,0
5/31/16,Segment F,City 55,Product 9,"1,177",0
5/31/16,Segment F,City 30,Product 9,"1,634",0
5/31/16,Segment F,City 2,Product 10,"1,329",0
5/31/16,Segment F,City 12,Product 9,"3,711",0
5/31/16,Segment B,City 54,Product 6,"273,546",4
5/31/16,Segment B,City 7,Product 6,"421,738",6
5/31/16,Segment B,City 48,Product 6,"4,678",0
5/31/16,Segment B,City 30,Product 6,"58,549",1
5/31/16,Segment B,City 16,Product 6,"1,298",0
5/31/16,Segment C,City 44,Product 7,1,0
5/31/16,Segment C,City 43,Product 7,"5,379",0
5/31/16,Segment C,City 33,Product 7,"1,317",0
5/31/16,Segment C,City 37,Product 7,"2,057",0
5/31/16,Segment C,#N/A,Product 7,2,0
5/31/16,Segment A,City 6,Product 4,"45,767",1
5/31/16,Segment A,City 43,Product 9,"27,630",0
5/31/16,Segment A,City 26,Product 10,13,0
5/31/16,Segment A,City 2,Product 10,28,0
5/31/16,Segment A,City 22,Product 4,"2,848",0
5/31/16,Segment A,City 65,Product 9,"7,833",0
5/31/16,Segment A,City 24,Product 4,"31,697",1
5/31/16,Segment A,City 26,Product 9,"27,366",0
5/31/16,Segment A,City 40,Product 10,705,0
5/31/16,Segment A,City 30,Product 9,"185,541",1
5/31/16,Segment A,City 30,Product 10,760,0
5/31/16,Segment A,City 40,Product 9,"584,034",18
5/31/16,Segment A,City 30,Product 4,"209,626",2
5/31/16,Segment A,City 25,Product 1,14,0
5/31/16,Segment A,City 28,Product 2,29,0
5/31/16,Segment A,City 43,Product 3,13,0
5/31/16,Segment A,City 26,Product 2,39,0
5/31/16,Segment A,City 27,Product 2,42,0
5/31/16,Segment A,City 64,Product 4,"1,296",0
5/31/16,Segment A,City 53,Product 9,"270,800",11
5/31/16,Segment A,City 46,Product 4,"1,475",0
5/31/16,Segment A,City 21,Product 9,"16,984",0
5/31/16,Segment A,City 34,Product 9,"111,544",1
5/31/16,Segment A,City 41,Product 9,"3,855",0
5/31/16,Segment A,City 21,Product 4,"15,390",0
5/31/16,Segment A,City 7,Product 3,94,0
5/31/16,Segment A,City 34,Product 11,8,0
5/31/16,Segment A,City 27,Product 11,4,0
5/31/16,Segment A,City 50,Product 3,3,0
5/31/16,Segment A,City 64,Product 8,8,0
5/31/16,Segment A,City 19,Product 8,1,0
5/31/16,Segment A,City 52,Product 4,"230,241",10
5/31/16,Segment A,City 3,Product 8,63,0
5/31/16,Segment A,City 12,Product 12,"2,097",0
5/31/16,Segment A,City 11,Product 8,13,0
5/31/16,Segment A,City 23,Product 8,38,0
5/31/16,Segment A,City 52,Product 8,3,0
5/31/16,Segment A,City 50,Product 14,185,0
5/31/16,Segment A,City 15,Product 10,872,0
5/31/16,Segment A,City 39,Product 11,193,0
5/31/16,Segment A,City 18,Product 3,33,0
5/31/16,Segment A,City 17,Product 1,8,0
5/31/16,Segment A,City 23,Product 11,29,0
5/31/16,Segment A,City 6,Product 2,260,0
5/31/16,Segment A,City 25,Product 10,154,0
5/31/16,Segment A,City 1,Product 2,354,0
5/31/16,Segment A,City 61,Product 4,"5,901",0
5/31/16,Segment A,City 2,Product 8,7,0
5/31/16,Segment A,City 38,Product 9,0,0
5/31/16,Segment A,City 10,Product 1,1,0
5/31/16,Segment A,City 23,Product 2,88,0
5/31/16,Segment A,City 30,Product 2,102,0
5/31/16,Segment A,City 11,Product 3,21,0
5/31/16,Segment A,City 52,Product 11,65,0
5/31/16,Segment A,City 43,Product 10,925,0
5/31/16,Segment A,City 32,Product 14,1,0
5/31/16,Segment F,City 1,Product 4,896,0
5/31/16,Segment F,City 48,Product 9,"1,691",0
5/31/16,Segment F,City 37,Product 4,"1,046",0
5/31/16,Segment F,City 2,Product 14,"1,740",0
